Age,Overall,Wage,Agility,Stamina,Penalties
21,73,€18K,63,73,65
31,73,€13K,68,77,39
27,73,€12K,74,74,55
28,73,€4K,45,65,35
31,73,€9K,75,51,59
30,73,€4K,68,33,82
28,73,€43K,68,80,40
29,73,€4K,48,32,24
31,73,€1K,63,78,55
31,73,€12K,60,83,67
23,73,€14K,77,53,62
30,73,€8K,62,66,31
33,73,€29K,80,77,75
32,73,€17K,84,73,54
27,73,€19K,68,74,59
23,73,€11K,87,84,65
26,73,€ 0,32,77,44
34,73,€13K,70,41,69
22,73,€19K,79,68,72
27,73,€15K,67,76,48
21,73,€9K,66,84,33
25,73,€22K,77,87,55
36,73,€12K,34,66,36
29,73,€14K,71,79,77
29,73,€7K,53,80,67
38,73,€8K,68,32,78
30,73,€11K,31,44,21
30,73,€8K,67,72,80
28,73,€19K,40,72,36
32,73,€ 0,56,78,65
31,73,€23K,68,80,61
34,73,€10K,62,25,15
27,73,€19K,46,67,34
28,73,€35K,67,76,76
28,73,€24K,60,67,51
25,73,€13K,74,72,72
26,73,€8K,31,62,41
30,73,€4K,73,64,78
22,73,€8K,57,43,23
31,73,€10K,36,29,18
28,73,€4K,62,79,61
23,73,€17K,73,69,68
27,73,€1K,75,66,65
20,73,€6K,86,75,45
26,73,€14K,66,89,64
23,73,€15K,78,79,55
22,73,€27K,75,68,58
31,73,€6K,54,51,50
28,73,€61K,60,76,73
25,73,€13K,72,77,60
30,73,€24K,68,75,65
26,73,€9K,82,77,68
32,73,€6K,52,51,46
29,73,€6K,54,74,49
29,73,€1K,66,79,40
24,73,€11K,62,74,70
26,73,€37K,82,82,41
23,73,€19K,80,84,52
23,73,€44K,51,59,21
25,73,€6K,67,78,53
22,73,€31K,84,62,57
30,73,€27K,93,74,76
29,73,€22K,52,52,72
29,73,€28K,55,70,29
24,73,€7K,57,73,49
28,73,€12K,83,75,62
25,73,€9K,72,87,57
26,73,€6K,40,27,30
37,73,€6K,38,26,15
22,73,€17K,83,73,67
29,73,€5K,36,71,65
24,73,€21K,78,74,56
31,73,€15K,90,68,61
23,73,€7K,81,81,58
28,73,€19K,45,64,58
37,73,€5K,32,28,60
31,73,€16K,75,76,80
24,73,€1K,65,77,60
31,73,€20K,66,84,57
27,73,€11K,73,73,68
35,73,€4K,61,18,13
30,73,€17K,59,64,40
24,73,€ 0,78,86,58
34,73,€13K,89,78,59
31,73,€10K,37,29,20
30,73,€18K,41,39,53
30,73,€1K,67,69,61
20,73,€55K,74,71,44
33,73,€1K,65,61,50
26,73,€12K,55,66,49
28,73,€9K,68,85,65
27,73,€13K,71,76,39
20,73,€31K,75,74,53
22,73,€36K,69,74,57
26,73,€30K,39,22,18
21,73,€32K,77,46,77
24,73,€17K,91,63,67
23,73,€69K,58,65,52
25,73,€9K,72,67,61
27,73,€36K,77,65,66
26,73,€15K,85,71,72
34,73,€13K,83,78,50
24,73,€15K,73,75,49
30,73,€17K,72,79,63
28,73,€46K,30,63,28
29,73,€18K,70,78,33
26,73,€19K,79,63,52
39,73,€2K,30,32,30
33,73,€9K,48,53,42
23,73,€8K,86,73,56
21,73,€28K,84,61,69
28,73,€13K,73,57,72
29,73,€22K,69,73,58
26,73,€4K,66,78,61
31,73,€31K,50,34,30
30,73,€10K,84,66,73
26,73,€11K,38,37,11
26,73,€4K,74,88,42
22,73,€16K,87,71,61
24,73,€20K,51,65,72
34,73,€12K,64,76,72
35,73,€9K,68,68,70
29,73,€22K,71,73,47
27,73,€8K,57,30,17
29,73,€10K,64,67,21
19,73,€4K,83,68,75
27,73,€9K,45,72,39
23,73,€32K,76,34,49
28,73,€7K,93,88,50
26,73,€20K,62,73,74
33,73,€10K,41,34,37
33,73,€7K,85,70,56
24,73,€12K,85,78,45
32,73,€20K,79,69,77
20,73,€55K,88,75,49
28,73,€43K,79,80,35
30,73,€9K,90,75,68
24,73,€8K,89,76,64
26,73,€10K,53,64,66
32,73,€10K,74,72,72
33,73,€15K,47,67,88
28,73,€1K,76,77,67
33,73,€7K,63,77,70
29,73,€20K,77,87,66
23,73,€20K,88,79,65
32,73,€13K,91,60,74
25,73,€37K,87,83,70
25,73,€17K,84,84,51
36,73,€5K,41,28,24
24,73,€ 0,58,68,50
29,73,€17K,59,53,39
25,73,€20K,91,71,31
23,73,€18K,77,72,66
21,73,€15K,69,77,50
29,73,€34K,73,71,52
27,73,€17K,63,70,69
26,73,€19K,53,73,73
22,73,€11K,59,82,39
22,73,€10K,72,78,46
21,73,€35K,74,66,60
22,73,€18K,85,69,60
25,73,€6K,66,80,37
20,73,€46K,88,63,65
30,73,€17K,77,70,47
34,73,€5K,87,72,68
28,73,€24K,91,78,70
26,73,€21K,54,61,43
27,73,€5K,87,75,57
26,73,€17K,87,78,58
20,73,€34K,74,69,49
25,73,€1K,66,85,36
29,73,€5K,80,70,69
23,73,€6K,77,89,61
31,73,€8K,74,82,57
31,73,€13K,74,70,57
20,73,€29K,77,66,55
31,73,€42K,56,51,38
34,73,€12K,74,52,78
35,73,€9K,61,44,89
26,73,€17K,40,46,48
26,73,€12K,79,83,64
25,73,€10K,44,52,47
23,73,€12K,69,78,58
28,73,€6K,58,36,17
24,73,€7K,77,67,40
28,73,€14K,75,87,62
31,73,€7K,70,85,64
27,73,€ 0,83,90,69
28,73,€8K,83,85,51
26,73,€8K,76,88,66
31,73,€48K,68,42,81
31,73,€12K,71,82,58
23,72,€23K,61,67,24
36,72,€9K,69,74,60
20,72,€14K,82,81,56
33,72,€7K,73,70,48
26,72,€1K,73,60,67
25,72,€14K,53,75,57
22,72,€21K,53,70,53
25,72,€10K,55,64,33
30,72,€4K,80,72,63
25,72,€15K,77,60,63
24,72,€1K,69,76,52
23,72,€27K,78,66,68
29,72,€19K,41,81,40
23,72,€35K,69,61,59
20,72,€26K,71,76,56
35,72,€3K,79,72,64
31,72,€14K,63,54,68
26,72,€4K,93,77,69
28,72,€5K,78,79,66
25,72,€7K,81,61,56
21,72,€13K,61,79,52
26,72,€3K,76,89,52
21,72,€35K,68,71,53
22,72,€1K,37,18,15
32,72,€6K,64,70,72
32,72,€1K,80,74,73
24,72,€45K,65,74,35
28,72,€4K,83,82,45
25,72,€10K,62,73,35
24,72,€27K,68,78,60
34,72,€8K,70,31,80
35,72,€2K,28,16,16
25,72,€8K,76,78,54
31,72,€8K,66,70,68
21,72,€6K,77,75,65
31,72,€12K,67,67,70
26,72,€22K,55,81,63
26,72,€4K,79,62,65
32,72,€10K,72,83,64
18,72,€5K,84,73,53
23,72,€6K,66,66,72
24,72,€4K,61,73,41
23,72,€13K,69,86,47
24,72,€9K,71,72,45
30,72,€14K,81,65,64
30,72,€31K,74,88,58
26,72,€1K,81,70,66
36,72,€4K,55,57,64
22,72,€18K,62,56,70
29,72,€16K,36,36,25
31,72,€4K,78,77,50
25,72,€4K,83,61,59
24,72,€18K,74,72,56
38,72,€4K,21,27,35
27,72,€3K,75,60,63
23,72,€7K,75,52,66
31,72,€31K,23,36,18
33,72,€12K,66,51,70
27,72,€21K,68,62,78
22,72,€5K,80,84,62
25,72,€26K,64,69,51
27,72,€13K,65,74,33
35,72,€10K,63,70,76
26,72,€32K,59,63,13
27,72,€8K,71,77,71
23,72,€15K,65,74,44
34,72,€18K,66,90,61
24,72,€26K,64,68,73
19,72,€6K,85,68,60
31,72,€ 0,65,63,41
21,72,€5K,82,82,52
26,72,€12K,62,74,54
34,72,€17K,66,75,64
32,72,€15K,63,78,58
27,72,€7K,89,79,80
31,72,€11K,28,62,62
29,72,€9K,55,21,22
30,72,€5K,70,69,72
34,72,€4K,65,54,74
26,72,€8K,67,86,47
25,72,€12K,34,28,23
23,72,€5K,75,68,66
21,72,€19K,80,69,71
30,72,€7K,58,65,84
24,72,€5K,67,84,47
21,72,€6K,77,77,49
27,72,€1K,80,77,57
31,72,€10K,31,41,18
26,72,€41K,61,70,52
30,72,€13K,78,82,68
27,72,€4K,77,71,67
30,72,€12K,74,72,72
32,72,€10K,75,55,66
38,72,€23K,33,33,49
25,72,€25K,89,63,58
25,72,€14K,56,67,33
34,72,€15K,51,66,59
30,72,€14K,72,86,59
24,72,€55K,72,66,73
24,72,€6K,71,81,61
21,72,€6K,67,68,30
30,72,€5K,65,74,44
24,72,€10K,78,69,59
25,72,€4K,77,84,56
23,72,€38K,60,80,62
29,72,€14K,52,73,62
27,72,€28K,87,74,66
21,72,€18K,80,59,66
25,72,€1K,49,67,39
37,72,€2K,68,34,21
28,72,€9K,57,67,78
27,72,€19K,61,65,42
29,72,€1K,62,67,51
22,72,€1K,53,70,38
30,72,€10K,73,67,54
27,72,€10K,67,80,52
27,72,€12K,70,42,24
23,72,€25K,57,70,49
25,72,€12K,73,85,55
31,72,€15K,79,78,61
28,72,€8K,75,72,55
23,72,€21K,86,81,69
20,72,€5K,32,30,16
21,72,€48K,78,67,61
24,72,€11K,84,73,52
22,72,€17K,90,67,64
19,72,€3K,81,86,51
27,72,€1K,73,83,63
33,72,€9K,70,71,69
28,72,€15K,75,90,72
32,72,€11K,77,75,61
23,72,€29K,90,91,42
26,72,€11K,60,78,40
22,72,€25K,54,62,46
21,72,€1K,75,78,66
34,72,€17K,72,74,62
30,72,€25K,69,76,75
26,72,€14K,76,79,55
27,72,€21K,77,62,64
29,72,€8K,67,77,57
30,72,€11K,38,59,61
35,72,€7K,33,50,15
33,72,€15K,68,72,66
27,72,€2K,74,56,56
28,72,€2K,73,59,69
35,72,€12K,41,38,31
26,72,€10K,49,65,33
23,72,€6K,52,35,22
24,72,€8K,64,76,67
30,72,€11K,77,77,65
26,72,€15K,66,76,49
30,72,€9K,76,74,71
25,72,€20K,52,55,62
28,72,€3K,39,26,24
26,72,€11K,81,74,61
31,72,€7K,72,88,60
25,72,€14K,72,65,65
33,72,€6K,35,69,60
25,72,€7K,75,67,55
27,72,€30K,64,85,64
26,72,€12K,44,58,79
22,72,€35K,88,68,59
34,72,€14K,54,67,63
25,72,€17K,70,62,69
24,72,€5K,80,77,47
31,72,€7K,30,86,44
22,72,€18K,88,38,62
29,72,€35K,59,80,59
23,72,€6K,70,71,34
26,72,€9K,62,84,49
28,72,€18K,55,20,23
24,72,€29K,77,73,65
24,72,€16K,66,86,45
30,72,€4K,60,79,59
26,72,€15K,71,75,66
19,72,€12K,75,70,63
32,72,€8K,88,57,72
37,72,€25K,46,43,74
22,72,€6K,91,75,59
25,72,€40K,49,14,42
29,72,€9K,66,82,77
21,72,€12K,80,69,64
31,72,€6K,72,50,68
31,72,€11K,80,69,71
33,72,€10K,51,77,45
32,72,€1K,80,62,50
22,72,€10K,84,70,56
21,72,€14K,65,56,43
29,72,€14K,53,88,38
26,72,€6K,75,81,69
24,72,€16K,91,73,60
30,72,€14K,71,64,64
20,72,€43K,68,72,50
30,72,€15K,43,27,23
28,72,€11K,75,80,48
22,72,€15K,69,78,57
27,72,€4K,93,53,43
24,72,€11K,82,85,63
22,72,€13K,61,69,63
32,72,€15K,68,72,66
23,72,€19K,74,76,54
31,72,€11K,86,68,65
27,72,€10K,69,87,75
34,72,€6K,73,71,71
27,72,€8K,71,68,60
18,72,€32K,75,69,65
25,72,€1K,48,33,28
39,72,€10K,55,43,76
25,72,€31K,69,64,72
28,72,€9K,73,63,79
26,72,€8K,78,65,55
22,72,€54K,60,68,64
27,72,€20K,52,59,44
25,72,€10K,39,30,23
24,72,€28K,52,76,44
31,72,€27K,53,75,70
24,72,€1K,68,71,43
29,72,€22K,61,68,69
31,72,€14K,75,82,58
31,72,€8K,61,77,67
34,72,€11K,65,65,63
26,72,€28K,73,77,56
21,72,€23K,71,76,42
30,72,€11K,82,73,59
27,72,€7K,65,73,30
25,72,€32K,75,78,49
26,72,€25K,55,65,55
28,72,€8K,43,72,46
26,72,€15K,58,65,39
31,72,€16K,75,50,80
23,72,€11K,80,68,48
31,72,€20K,64,65,42
22,72,€24K,87,72,60
23,72,€10K,76,75,52
22,72,€18K,58,64,62
30,72,€20K,87,79,69
24,72,€7K,86,66,67
30,72,€12K,83,64,72
19,72,€26K,69,79,43
31,72,€8K,84,79,70
30,72,€18K,37,71,20
25,72,€7K,68,75,69
30,72,€20K,65,78,74
28,72,€18K,77,69,56
24,72,€32K,85,72,61
26,72,€7K,67,81,63
23,72,€16K,56,78,30
27,72,€13K,74,67,49
23,72,€23K,78,84,69
25,72,€13K,69,77,68
26,72,€8K,77,65,59
35,72,€5K,68,63,59
27,72,€35K,72,82,48
21,72,€8K,31,18,17
33,72,€24K,62,60,74
22,72,€17K,77,65,55
23,72,€13K,80,71,55
27,72,€11K,45,33,25
36,72,€2K,65,79,74
27,72,€10K,63,76,68
31,72,€27K,47,76,31
34,72,€16K,75,64,75
32,72,€11K,73,70,64
30,72,€12K,85,85,55
29,72,€6K,41,49,25
25,72,€4K,88,84,68
22,72,€11K,63,69,70
23,72,€6K,82,75,59
31,72,€24K,40,70,50
34,72,€15K,45,72,61
29,72,€1K,75,71,53
31,72,€32K,62,71,48
28,72,€20K,66,67,60
22,72,€1K,71,68,66
24,72,€12K,83,75,52
24,72,€7K,79,69,74
21,72,€31K,53,34,16
33,72,€25K,54,65,52
27,72,€20K,68,73,60
25,72,€13K,68,81,53
30,72,€10K,70,87,50
29,72,€11K,60,73,39
29,72,€15K,64,75,60
30,72,€11K,68,71,61
26,72,€1K,53,68,41
33,72,€3K,56,53,18
31,72,€6K,65,92,73
22,72,€43K,89,74,62
31,72,€14K,52,52,42
28,72,€11K,44,90,43
22,72,€ 0,86,72,66
29,72,€9K,36,20,16
27,72,€17K,52,53,42
31,72,€4K,89,73,77
25,72,€24K,71,66,62
31,72,€11K,68,64,70
32,72,€6K,64,82,80
28,72,€14K,66,73,78
29,72,€22K,79,79,76
24,72,€31K,78,60,67
19,72,€10K,81,65,55
31,72,€19K,69,73,75
26,72,€11K,75,71,62
23,72,€5K,69,75,54
25,72,€18K,55,52,42
25,72,€5K,54,74,36
24,72,€29K,78,55,56
30,72,€32K,72,82,63
31,72,€1K,76,85,85
28,72,€13K,75,88,52
25,72,€18K,59,68,77
25,72,€4K,69,92,39
32,72,€14K,70,73,76
31,72,€8K,75,77,66
19,72,€7K,84,70,62
33,72,€30K,38,31,22
36,72,€5K,20,14,67
29,72,€12K,79,68,56
25,72,€4K,81,71,58
27,72,€1K,67,83,41
26,72,€4K,68,63,61
29,72,€18K,34,50,44
27,72,€7K,75,89,66
25,72,€11K,74,76,53
36,72,€10K,55,54,58
32,72,€5K,51,30,20
31,72,€30K,79,65,70
21,72,€11K,59,67,48
25,72,€6K,53,21,11
23,72,€12K,68,67,71
21,72,€3K,76,87,51
31,72,€11K,80,74,61
35,72,€3K,65,63,78
23,72,€18K,73,78,47
25,72,€6K,43,76,56
32,72,€8K,57,77,40
32,72,€10K,62,71,51
40,72,€4K,75,45,83
31,72,€5K,66,80,38
31,72,€15K,69,68,66
37,72,€8K,73,66,60
24,72,€12K,67,77,37
34,72,€12K,73,80,77
20,72,€8K,83,86,37
27,72,€24K,30,60,43
28,72,€12K,64,93,68
23,72,€6K,81,84,66
21,72,€15K,81,61,49
34,72,€8K,60,73,69
18,72,€ 0,72,78,38
24,72,€7K,63,76,54
33,72,€9K,71,70,75
26,72,€12K,82,79,53
30,72,€7K,92,78,53
30,72,€22K,45,52,71
21,72,€7K,72,83,47
20,72,€4K,71,92,52
32,72,€12K,31,69,59
26,72,€1K,83,86,46
26,72,€8K,70,51,62
24,72,€7K,71,72,68
27,72,€10K,64,77,58
23,72,€13K,42,61,58
26,72,€14K,83,78,70
31,72,€7K,63,28,26
23,72,€20K,88,73,50
28,72,€12K,87,75,68
30,72,€30K,72,63,68
28,72,€7K,80,54,54
24,72,€9K,71,64,71
24,72,€9K,75,84,65
33,72,€35K,68,56,67
28,72,€3K,68,86,47
30,72,€14K,71,62,65
30,72,€7K,71,73,57
33,72,€11K,81,69,69
27,72,€11K,76,73,75
32,72,€4K,68,65,37
28,72,€22K,74,87,45
26,72,€40K,75,65,64
23,72,€17K,66,78,63
32,72,€20K,50,58,46
31,72,€18K,83,62,65
27,72,€14K,75,62,73
30,72,€9K,63,68,59
27,72,€31K,75,63,63
28,72,€7K,78,80,43
29,72,€8K,33,65,42
23,72,€25K,76,66,49
33,72,€8K,52,62,70
39,72,€3K,38,26,33
32,72,€5K,76,62,66
25,72,€14K,62,73,52
23,72,€11K,87,73,48
26,72,€5K,61,91,45
30,72,€15K,33,37,22
26,72,€5K,28,67,41
27,72,€12K,76,63,72
30,72,€11K,67,86,62
23,72,€35K,64,65,53
35,72,€2K,45,28,24
32,72,€21K,82,75,68
25,72,€12K,72,74,66
24,72,€1K,65,61,63
33,72,€11K,74,55,74
18,72,€9K,84,64,61
38,72,€6K,67,37,60
34,72,€12K,61,54,69
26,72,€7K,69,61,71
24,72,€3K,61,72,57
32,72,€11K,79,66,57
29,72,€16K,58,33,13
28,72,€ 0,74,72,63
25,72,€17K,65,76,52
34,72,€18K,78,67,53
25,72,€10K,64,76,33
26,72,€18K,70,66,67
26,72,€ 0,80,70,59
22,72,€ 0,54,36,30
24,72,€32K,68,70,68
29,72,€8K,49,68,67
26,72,€20K,81,63,77
29,72,€15K,58,74,38
29,72,€7K,70,60,71
25,72,€9K,60,75,42
23,72,€10K,68,75,72
28,72,€11K,49,66,70
30,72,€10K,67,89,53
31,72,€21K,75,78,70
26,72,€20K,74,46,69
26,72,€7K,64,81,72
36,72,€6K,56,68,51
28,72,€20K,70,74,31
22,72,€11K,77,66,45
31,72,€13K,80,89,64
28,72,€14K,65,72,46
29,72,€22K,75,76,49
28,72,€13K,64,83,46
25,72,€17K,87,88,67
20,72,€1K,77,66,55
34,72,€5K,62,24,21
22,72,€11K,60,40,18
25,72,€8K,47,28,26
21,72,€6K,77,78,34
24,72,€6K,55,74,62
26,72,€21K,72,73,62
28,72,€16K,78,81,38
26,72,€7K,85,69,63
34,72,€11K,92,80,71
21,72,€17K,68,64,59
28,72,€27K,68,47,44
25,72,€19K,79,71,66
26,72,€14K,63,55,55
23,72,€4K,79,82,56
31,72,€12K,74,72,65
27,72,€24K,58,73,55
23,72,€12K,87,64,56
28,72,€6K,80,75,61
34,72,€7K,64,54,75
27,72,€71K,82,66,59
25,72,€1K,74,80,44
20,72,€11K,90,73,57
19,72,€1K,70,65,45
31,72,€6K,75,71,28
27,72,€21K,68,69,43
25,72,€41K,90,78,63
27,72,€30K,95,92,56
26,72,€11K,88,63,65
26,72,€13K,61,70,40
24,72,€10K,91,86,57
21,72,€11K,69,62,38
20,72,€58K,75,66,73
18,72,€6K,60,73,35
25,72,€5K,83,82,48
21,72,€13K,21,30,19
26,72,€14K,64,66,76
28,72,€34K,62,72,70
23,72,€9K,79,69,61
28,72,€4K,69,88,58
17,72,€3K,84,76,60
30,72,€6K,36,74,63
30,72,€13K,39,66,42
29,72,€10K,73,81,68
22,72,€6K,56,72,57
26,72,€1K,48,68,37
25,72,€4K,83,76,67
26,72,€11K,63,65,67
28,72,€44K,36,34,22
27,72,€26K,62,34,14
33,72,€3K,75,76,60
23,72,€12K,74,67,48
24,72,€8K,60,71,55
23,72,€9K,78,64,70
25,72,€18K,69,82,55
26,72,€16K,61,77,72
22,72,€9K,66,80,59
24,72,€14K,72,72,63
34,72,€ 0,86,71,73
28,72,€9K,80,67,71
29,72,€14K,53,39,16
25,72,€26K,67,74,53
23,72,€11K,57,76,43
25,72,€12K,66,82,51
26,72,€1K,60,67,28
26,72,€19K,72,88,55
25,72,€8K,65,67,64
23,72,€20K,64,76,49
23,72,€5K,71,78,49
28,72,€5K,34,30,22
32,72,€24K,70,60,69
20,72,€33K,72,65,47
25,72,€7K,85,72,63
24,72,€7K,81,84,62
31,72,€4K,73,44,64
24,72,€20K,63,66,49
31,72,€14K,74,77,66
24,72,€6K,62,86,55
26,72,€3K,78,73,70
30,72,€6K,68,71,65
28,72,€11K,82,71,66
28,72,€29K,68,70,52
37,72,€16K,43,47,72
33,72,€10K,31,47,41
27,72,€ 0,21,19,19
25,72,€14K,66,74,42
26,72,€24K,80,78,62
26,72,€14K,72,76,45
29,72,€11K,32,73,36
30,72,€10K,30,28,30
23,72,€12K,81,76,61
25,72,€17K,72,87,53
34,72,€3K,44,25,24
22,72,€6K,65,72,32
25,72,€28K,67,63,56
28,72,€13K,58,71,42
32,72,€1K,22,21,18
34,72,€10K,63,68,36
25,72,€26K,68,72,42
24,72,€8K,69,70,52
34,72,€4K,47,77,61
29,72,€29K,79,75,55
23,72,€16K,74,78,37
24,72,€6K,80,58,67
31,72,€6K,80,70,51
28,72,€19K,65,78,56
27,72,€14K,78,87,40
25,72,€21K,86,76,64
23,72,€13K,77,70,54
28,72,€18K,74,48,69
29,72,€12K,75,70,70
32,72,€7K,57,73,36
25,72,€7K,63,85,43
26,72,€30K,78,82,70
23,72,€10K,83,64,61
21,72,€9K,78,78,65
28,72,€7K,64,77,41
23,72,€7K,22,22,22
25,72,€10K,67,68,62
28,72,€26K,82,86,49
22,72,€6K,55,60,56
27,72,€20K,72,66,70
26,72,€4K,50,87,48
21,72,€13K,68,58,56
18,72,€11K,56,76,63
27,72,€7K,34,64,44
26,72,€11K,64,75,55
30,72,€38K,63,71,74
21,72,€3K,89,74,44
26,72,€15K,77,85,56
27,72,€6K,70,41,24
27,72,€16K,80,88,50
33,72,€32K,65,72,56
34,72,€14K,68,86,38
38,72,€ 0,60,55,63
23,72,€14K,86,66,40
26,72,€51K,61,84,62
32,72,€10K,65,62,39
27,72,€3K,65,85,48
30,72,€16K,63,78,73
34,72,€8K,55,56,71
21,72,€23K,72,64,58
27,72,€4K,74,93,66
26,72,€12K,79,67,75
28,72,€21K,79,77,72
32,72,€35K,68,58,73
29,72,€5K,58,69,40
28,72,€11K,61,85,72
32,72,€7K,62,76,58
23,72,€23K,85,70,61
26,72,€17K,75,74,73
34,72,€12K,55,70,53
20,72,€7K,54,65,42
28,72,€13K,66,69,63
24,72,€25K,76,73,83
28,72,€6K,68,78,61
23,72,€5K,79,69,56
26,72,€8K,67,77,51
26,72,€11K,66,78,72
24,72,€9K,82,74,67
27,72,€15K,81,63,69
34,72,€23K,44,30,17
26,72,€12K,72,54,71
25,72,€1K,41,61,27
22,72,€1K,57,75,54
28,72,€14K,93,54,68
27,72,€5K,89,80,64
36,72,€12K,60,41,13
24,72,€8K,81,84,54
25,72,€10K,57,72,73
34,72,€6K,40,30,25
20,72,€1K,63,72,56
28,72,€7K,77,71,75
31,72,€6K,53,64,42
29,72,€15K,64,63,65
26,72,€19K,68,71,44
24,72,€8K,77,88,50
22,72,€14K,66,76,49
21,72,€1K,62,88,41
30,72,€4K,59,60,74
28,72,€17K,65,69,66
23,72,€16K,68,78,50
31,72,€11K,60,65,75
28,72,€7K,75,84,71
29,72,€10K,58,83,31
24,72,€6K,84,69,53
27,72,€5K,59,84,48
32,72,€4K,88,77,41
24,72,€10K,33,37,23
21,72,€8K,32,45,24
26,72,€14K,83,79,74
31,72,€15K,40,40,67
24,72,€11K,42,72,43
19,72,€9K,75,80,57
26,72,€18K,76,61,46
20,72,€6K,75,64,68
28,72,€17K,68,74,50
22,72,€6K,74,91,66
33,72,€7K,67,20,22
34,72,€10K,67,75,61
27,72,€12K,73,78,54
25,72,€34K,63,63,78
26,72,€28K,69,93,52
31,72,€8K,69,75,52
26,72,€13K,83,75,42
21,72,€5K,90,79,60
29,72,€1K,91,72,61
27,72,€27K,46,62,35
25,72,€11K,77,74,59
35,72,€6K,69,70,72
28,72,€39K,77,78,68
28,72,€24K,69,63,57
23,72,€14K,77,75,58
24,72,€6K,51,76,48
22,72,€10K,89,86,51
26,72,€13K,61,75,38
24,72,€16K,73,82,66
21,72,€7K,75,72,67
28,72,€41K,71,69,71
28,72,€30K,72,69,45
25,72,€8K,42,27,24
30,72,€6K,48,39,17
24,72,€9K,64,65,50
27,72,€11K,61,72,62
28,72,€8K,61,73,79
32,72,€13K,71,69,44
22,72,€26K,66,69,73
26,72,€32K,73,81,72
26,72,€12K,82,76,63
27,72,€7K,51,68,35
23,72,€13K,72,73,45
22,72,€1K,71,91,65
28,72,€10K,60,77,63
37,72,€3K,19,22,15
34,72,€14K,79,75,34
22,72,€5K,85,74,74
31,72,€20K,70,88,59
25,72,€6K,77,70,58
25,72,€17K,62,74,55
21,72,€8K,71,78,45
19,72,€7K,81,76,41
29,72,€21K,75,69,55
23,72,€9K,72,84,48
24,72,€9K,74,79,65
29,72,€7K,56,77,66
22,72,€6K,87,80,58
28,72,€ 0,73,83,53
20,72,€18K,83,80,56
32,72,€13K,33,77,81
28,72,€1K,83,65,65
25,72,€15K,86,80,49
28,72,€20K,61,57,55
28,72,€7K,74,82,65
24,72,€35K,76,66,67
26,72,€15K,57,70,74
29,72,€7K,87,74,65
29,72,€16K,67,78,65
21,72,€22K,54,51,53
27,72,€9K,82,65,82
25,72,€8K,52,31,24
24,72,€30K,51,69,71
28,72,€21K,55,59,34
30,72,€5K,64,77,46
32,72,€27K,63,71,74
27,72,€7K,76,82,69
34,72,€22K,56,31,22
34,72,€30K,56,65,48
29,72,€11K,53,60,61
33,72,€3K,75,84,69
30,72,€11K,75,78,58
19,72,€9K,77,72,62
20,72,€5K,84,68,57
32,72,€20K,67,60,28
25,72,€1K,60,68,30
26,72,€9K,76,77,64
33,72,€3K,40,53,59
21,72,€11K,55,75,38
26,72,€6K,70,76,39
33,72,€22K,50,38,41
28,72,€8K,64,85,38
25,72,€1K,85,65,68
30,72,€11K,46,64,43
32,72,€19K,70,79,47
26,72,€19K,48,52,40
27,72,€8K,59,70,73
38,72,€28K,47,26,21
21,72,€8K,85,65,70
32,72,€7K,34,45,15
31,72,€9K,50,68,67
24,72,€23K,87,90,49
26,72,€5K,77,83,46
25,72,€ 0,39,62,36
26,72,€10K,80,80,64
26,72,€1K,74,72,59
26,72,€21K,78,75,56
32,72,€23K,54,32,43
32,72,€7K,68,69,47
26,72,€8K,76,82,61
24,72,€37K,73,70,50
31,72,€20K,74,69,74
28,72,€7K,77,74,69
29,72,€12K,57,65,30
30,72,€5K,63,78,47
20,72,€12K,71,70,65
33,72,€18K,65,83,47
31,72,€14K,69,74,67
33,72,€36K,72,71,68
32,72,€8K,54,79,71
30,72,€8K,60,64,72
30,72,€10K,81,76,55
33,72,€5K,71,74,63
27,72,€6K,62,77,33
31,72,€4K,70,64,64
28,72,€1K,68,85,58
23,71,€5K,81,89,60
21,71,€7K,60,45,24
30,71,€10K,32,61,48
29,71,€6K,75,71,65
24,71,€25K,64,64,71
35,71,€ 0,59,84,60
22,71,€1K,79,76,55
29,71,€31K,69,80,71
27,71,€5K,69,73,46
25,71,€5K,37,42,32
35,71,€6K,63,31,24
31,71,€4K,90,78,66
22,71,€36K,66,74,55
19,71,€5K,80,76,54
27,71,€13K,69,67,72
22,71,€17K,40,31,25
23,71,€31K,68,65,70
30,71,€7K,39,32,23
33,71,€5K,14,25,12
28,71,€4K,73,63,30
22,71,€14K,78,62,60
23,71,€15K,73,67,60
27,71,€1K,62,69,49
24,71,€23K,48,61,36
24,71,€11K,70,73,43
30,71,€11K,62,56,53
24,71,€10K,78,70,66
25,71,€9K,71,84,33
21,71,€42K,91,65,52
22,71,€11K,78,85,51
27,71,€1K,46,58,32
30,71,€29K,69,82,49
27,71,€16K,67,65,70
29,71,€7K,75,67,70
37,71,€6K,57,67,36
23,71,€6K,75,74,38
25,71,€5K,47,76,35
27,71,€6K,84,77,41
29,71,€33K,33,67,64
36,71,€4K,81,73,77
28,71,€3K,86,76,47
28,71,€7K,78,79,59
27,71,€14K,73,72,69
31,71,€11K,65,73,60
